Description,Brand,Price,Img url,Country
Halwani Grilled Chicken Fillet - 400 gram,Halwani bros,175.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h62/9286794608670/458735_main.jpg_200Wx200H,Egypt
Farm Fresh Okra Extra - 400 Gram,Farm fresh,29.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h37/h1a/34674363891742/493436_main.jpg_200Wx200H,Egypt
Chtaura Sambousek Sheets - 350 gram,Chtoora,27.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h45/hf5/26947181838366/568538_main.jpg_200Wx200H,Egypt
3 Chef Mimos Pizza - Margherita + Pastrami + Sausage - 400 gram,Chef mimo,60.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h86/ha8/14390686253086/167629_main.jpg_200Wx200H,Egypt
Halwani Bros Shish Tawook - 400 gram,Halwani bros,150.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/had/h0d/14623586254878/311844_main.jpg_200Wx200H,Egypt
Shahd Spicy Chicken Fillet - 400 gram,Shahd,99.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h06/ha9/50270989713438/200Wx200H_554957_main.jpg,Egypt
Givrex Frozen Strawberry - 400 gram,Givrex,18.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h76/14818544910366/381459_main.jpg_200Wx200H,Egypt
Marina Large Shrimp - 400 gram,Marina,191.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/hce/27840628686878/571629_main.jpg_200Wx200H,Egypt
"Chef M Pizza Margherita, 400 gm - Pack of 2+1",Chef mimo,60.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h42/h8a/9801300049950/56271_main.jpg_200Wx200H,Egypt
Halwani Spicy Chicken Drumsticks - 700gm,Halwani bros,142.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/h88/9693307142174/448257_main.jpg_200Wx200H,Egypt
Three Chefs Chicken Nuggets - 400 gram,3 Chefs,95.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h80/h32/16764523315230/76504_main.jpg_200Wx200H,Egypt
Halwani Bros Chicken Hot Shots - 400 gram,Halwani bros,117.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h41/14773448343582/448253_main.jpg_200Wx200H,Egypt
Al Zahar Extra Fillo - 500 gram,Al Zahar,30.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h7a/48865592508446/200Wx200H_597466_main.jpg,Egypt
Wadi Food Whole Chicken - 1 Kg,Wadi Food,127.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hac/h44/12784126754846/537848_main.jpg_200Wx200H,Egypt
Chicketita Chicken Wings - 700 gm,Chicketita,81.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/hb6/9347243999262/450676_main.jpg_200Wx200H,Egypt
Supreme Cheese Sambousek - 350 gram,Unknown,42.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h31/hd3/27008822738974/566311_main.jpg_200Wx200H,Egypt
Meatland Beef Hot Dog - 25 Count,Meatland,139.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h90/14773444018206/366485_main.jpg_200Wx200H,Egypt
Swiss Choice Frankfurter Beef Sausage - 1 Kg,Swiss choice,197.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/hbd/13012599504926/537760_main.jpg_200Wx200H,Egypt
Bosphorus Frozen Peeled Shrimps - Size 80/120 - 400 gram,Bosfor,239.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7b/h8c/14623776243742/530034_main.jpg_200Wx200H,Egypt
Supreme Meat Sambousek - 300 gram,Unknown,39.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h25/h7a/27008823263262/566310_main.jpg_200Wx200H,Egypt
Montana Mixed Vegetables - 400 Gram,Montana,16.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h59/14623558336542/12484_main.jpg_200Wx200H,Egypt
Roasty Hot Crunchy Chicken Pane - 900gm,Roasty,111.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/h51/9802365141022/466270_main.jpg_200Wx200H,Egypt
Three Chefs Green Beans - 400 gram,3 Chefs,14.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd9/h4e/27954591760414/581195_main.jpg_200Wx200H,Egypt
Three Chefs Minced Molokhia - 400 gram,3 Chefs,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h1a/27954592743454/581194_main.jpg_200Wx200H,Egypt
Givrex Peeled Broad Green Beans - 400 Gram,Givrex,22.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha9/h05/34146546581534/12165_main.jpg_200Wx200H,Egypt
Swiss Choice Smoked Salmon - 200 Gram,Swiss choice,450.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h49/14623553388574/230947_main.jpg_200Wx200H,Egypt
Three Chefs Oriental Sausages - 350 gram,3 Chefs,105.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/hc6/27056029597726/575831_main.jpg_200Wx200H,Egypt
Chicketita Beef Hotdog - 12 Pieces,Chicketita,124.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/h09/29401377177630/585169_main.jpg_200Wx200H,Egypt
Roasty Chicken Pane - 750 gram,Roasty,84.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hef/h28/14773480095774/422667_main.jpg_200Wx200H,Egypt
Halwani Bros Chicken Pops Crunchy - 400 gram,Halwani bros,115.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfe/h32/14773471379486/510659_main.jpg_200Wx200H,Egypt
Fresh Seafood Mix - 400 Gram,Fresh,83.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h49/14623626657822/494575_main.jpg_200Wx200H,Egypt
Supreme Falafel - 400 gram,Unknown,28.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hea/hda/27008818806814/566314_main.jpg_200Wx200H,Egypt
Green House Mixed vegetables Tourly - 400 Gram,Greeny,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h20/h4a/17454726479902/556499_main.jpg_200Wx200H,Egypt
Montana Vegetables Soup - 400 gram,Montana,16.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5e/h92/14373093736478/12498_main.jpg_200Wx200H,Egypt
Almarai Beef Burger - 1.5 kg,Almarai,371.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/ha3/15055090712606/557453_main.jpg_200Wx200H,Egypt
Nouri Hot Dog - 12 Pieces,Unknown,105.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/h6a/49975201857566/200Wx200H_612424_main.jpg,Egypt
Swiss Choice Beef Hot Dog - 1 Kg,Swiss choice,197.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hdd/14895240511518/532286_main.jpg_200Wx200H,Egypt
Montana Frozen Green Beans - 400 gram,Montana,11.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h10/14818543075358/12488_main.jpg_200Wx200H,Egypt
Chef M Golash - 350gm,Chef mimo,29.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/h29/9286478594078/36586_main.jpg_200Wx200H,Egypt
Italian Food Sambousak Dough - 400 Gram,Chef mimo,32.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h37/h02/14390722363422/542013_main.jpg_200Wx200H,Egypt
Supreme Chicken Spring Rolls - 300 gram,Unknown,59.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/hc8/27008819462174/566308_main.jpg_200Wx200H,Egypt
Givrex Artichoke Heart - 400 Gram,Givrex,51.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h70/13170913050654/12158_main.jpg_200Wx200H,Egypt
Meatland Beef Kofta - 350 gm,Meatland,48.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/h00/9286839894046/366478_main.jpg_200Wx200H,Egypt
Green House Okra - Zero - 400 gram,Unknown,37.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h58/14240594624542/556493_main.jpg_200Wx200H,Egypt
Bosphorus Seafood + Dressing 450G,Bosfor,178.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hee/h11/14623777718302/530037_main.jpg_200Wx200H,Egypt
Givrex Brocoli - 400 Gram,Givrex,19.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h8e/27308770852894/36566_6.jpg_200Wx200H,Egypt
Roasty Chicken Pane - 500 gm,Roasty,62.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/hc7/10068325629982/477488_main.jpg_200Wx200H,Egypt
Meatland Chicken Pane - 1Kg,Meatland,132.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/hea/9286984335390/480002_main.jpg_200Wx200H,Egypt
Supreme Rondelle Potatoes - 350 gram,Unknown,42.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hce/hbd/27008819789854/566307_main.jpg_200Wx200H,Egypt
Qutoof Mixed Vegetables - 400 gram,Unknown,12.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h31/h8a/50270987911198/200Wx200H_565254_main.jpg,Egypt
Three Chefs Spicy Chicken Pane - 400 gram,3 Chefs,94.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h66/haa/16764524757022/538060_main.jpg_200Wx200H,Egypt
Three Chefs Mixed Vegetable - 400 gram,3 Chefs,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8e/hd6/27954594054174/581196_main.jpg_200Wx200H,Egypt
Montana Frozen Strawberry - 400 gram,Montana,19.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/hb6/14854270386206/12495_main.jpg_200Wx200H,Egypt
Three Chefs Fried Chicken - 12 Pieces + Fries,3 Chefs,188.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd2/h88/16764526559262/538094_main.jpg_200Wx200H,Egypt
Roasty Chicken Pane - 350 gram,Roasty,53.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h5e/9802030350366/386043_main.jpg_200Wx200H,Egypt
Shahrazad Spinach - 400 gram,Shahrzad,11.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/hd4/32903429357598/530839_main.jpg_200Wx200H,Egypt
Green House Mixed Vegetables - 400 gram,Unknown,16.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h93/h1b/14240527581214/556497_main.jpg_200Wx200H,Egypt
Shahrazad Mixed Vegetables - 400 Gm,Shahrzad,13.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h7b/10778902888478/530833_main.jpg_200Wx200H,Egypt
Montana Colcasia - 400 gm,Montana,13.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h0d/9286554615838/12491_main.jpg_200Wx200H,Egypt
Reviola Hot Dog Rolls - 320 Gram,Unknown,84.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3b/h6a/16676427104286/558164_main.jpg_200Wx200H,Egypt
Reviola Onion Rings - 300 gram,Unknown,72.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/h02/16676428087326/558160_main.jpg_200Wx200H,Egypt
Halwani Spicy Chicken Wings - 700 gram,Halwani bros,103.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/h82/9802363109406/448255_main.jpg_200Wx200H,Egypt
"Chef M Mixed Cheese Samboussk, 200 gm - Pack of 2+1",Chef mimo,56.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb7/he8/9802370383902/87901_main.jpg_200Wx200H,Egypt
Reviola Cheese Sambusak - 350 Gram,Unknown,67.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/h14/16676428742686/558167_main.jpg_200Wx200H,Egypt
Montana Frozen Artichokes - 400 Gram,Montana,54.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h47/h21/14623552307230/287396_main.jpg_200Wx200H,Egypt
Montana Okra Extra - 400 gram,Montana,34.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9e/h04/14623557943326/12479_main.jpg_200Wx200H,Egypt
Bosphorus Frozen Peeled Shrimps - Size 60/80 - 400 gram,Bosfor,256.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/hd8/15396831232030/544448_main.jpg_200Wx200H,Egypt
Supreme Cheese Spring Rolls - 350 gram,Unknown,52.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/hce/27008818479134/566313_main.jpg_200Wx200H,Egypt
Bosphorus Seafood - 450 gram,Bosfor,122.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h5a/48590348550174/200Wx200H_530036_main.jpg,Egypt
Qutoof Frozen Molokhia - 400 gram,Unknown,12.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he9/he6/50270988566558/200Wx200H_565250_main.jpg,Egypt
Shahrazad Green Beans - 400 Gram,Shahrzad,13.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h30/49386848649246/200Wx200H_530835_main.jpg,Egypt
Chtaura Lebanese Kibbeh - 500 gram,Chtoora,85.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h45/17366126526494/568523_main.jpg_200Wx200H,Egypt
Green House Okra Fine - 400 gram,Unknown,20.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/h9f/14597182259230/556494_main.jpg_200Wx200H,Egypt
Reviola Rondelle Potatoes - 350 gram,Unknown,61.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc6/hbe/16676426776606/558162_main.jpg_200Wx200H,Egypt
Great Foods Filo Pastry Leaves - 350 gram,Unknown,18.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/hbb/50385834082334/200Wx200H_610631_main.jpg,Egypt
Ocean Bites Red Fillet Basa - 1 Kg,Unknown,144.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h9e/33952209076254/541302_main.jpg_200Wx200H,Egypt
Roasty Chicken Panne - 1 Kg,Roasty,138.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb6/h61/48662258450462/200Wx200H_381449_main.jpg,Egypt
Green House Vegetables Soup - 400 gram,Unknown,17.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h26/14240527253534/556506_main.jpg_200Wx200H,Egypt
REVIOLA VEGGIE SPRING ROLLS350G,Unknown,65.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h32/h71/16676429398046/558165_main.jpg_200Wx200H,Egypt
Montana Cauliflower - 400 Gram,Montana,11.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h16/h10/14623557320734/12493_main.jpg_200Wx200H,Egypt
Swiss Choice Beef Hot Dog - 400 gram,Swiss choice,120.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/h46/14773435891742/176791_main.jpg_200Wx200H,Egypt
Three Chefs Spicy Fried Chicken - 12 Pieces + Fries,3 Chefs,188.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/h39/16764528066590/538095_main.jpg_200Wx200H,Egypt
Shahrazad Vegetables Soup - 400 gram,Shahrzad,13.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/h18/32903430209566/530841_main.jpg_200Wx200H,Egypt
Green House Peas - 400 gram,Unknown,41.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h36/hd0/14240596787230/556495_main.jpg_200Wx200H,Egypt
Shahrazad Strawberry - 400 gram,Shahrzad,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/hd0/33148111355934/592970_main.jpg_200Wx200H,Egypt
Nouri Chicken Burger Spicy - 6 Pieces,Unknown,69.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h16/50270994792478/200Wx200H_612422_main.jpg,Egypt
Chif Mimo Spring Rolls Pastry - 1Kg,Chef mimo,53.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/hbc/14390754443294/67703_main.jpg_200Wx200H,Egypt
Ocean Bites White Fillet Basa - 1 Kg,Unknown,155.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h55/hb9/33915969470494/541301_main.jpg_200Wx200H,Egypt
Roasty Chicken Fingers - 350 gram,Roasty,54.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h85/14773483634718/495633_main.jpg_200Wx200H,Egypt
Chef Mimo Pizza with Pastrami - Small - 300 gram - 3 counts,Chef mimo,46.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/hc9/14390754050078/87913_main.jpg_200Wx200H,Egypt
Roasty Spicy Chicken Fingers - 350 gram,Roasty,54.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h58/10069734129694/495634_main.jpg_200Wx200H,Egypt
Supreme Golash - 400 gram,Unknown,16.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/hc3/50385835720734/200Wx200H_603226_main.jpg,Egypt
Shahrazad Cauliflower - 400 gram,Shahrzad,12.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h0d/32903430570014/530837_main.jpg_200Wx200H,Egypt
Green House Okra Extra - 400 gram,Unknown,47.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc5/he8/14240525746206/556492_main.jpg_200Wx200H,Egypt
Swiss Choice Cheese Beef Sausage - 400 gram,Swiss choice,120.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h2e/14773442641950/226537_main.jpg_200Wx200H,Egypt
Al Zahar Spring Roll - 300 gram,Al Zahar,32.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/h0a/48865591328798/200Wx200H_597464_main.jpg,Egypt
Roasty Spicy Chicken Strips - 350 gram,Roasty,82.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h54/h21/15337661071390/446170_main.jpg_200Wx200H,Egypt
Shahrazad Artichoke - 400 gram,Shahrzad,58.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h05/h83/48662264086558/200Wx200H_530836_main.jpg,Egypt
Marina Small Shrimp - 400 gram,Marina,200.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h7a/27840629014558/571631_main.jpg_200Wx200H,Egypt
Shahd Chicken Drumsticks - 700 gram,Shahd,139.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/hd5/50270988075038/200Wx200H_561136_main.jpg,Egypt
Three Chefs Okra Zero - 400 gram,3 Chefs,39.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf2/hdb/50311407173662/200Wx200H_592962_main.jpg,Egypt
Roasty Spicy Chicken Pane - 500 gram,Roasty,62.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbb/hfe/14773490221086/477489_main.jpg_200Wx200H,Egypt
Reviola Vine Leaves with Meat - 500 gram,Unknown,84.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/h50/44985857376286/200Wx200H_599830_main.jpg,Egypt
Chtaura Lebanese Cheese Sambousak - 350 Gram,Chtoora,56.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9a/h98/17366132359198/568525_main.jpg_200Wx200H,Egypt
Chif Mimo Puff Pastry - 400 Gram - 3 Packs,Chef mimo,61.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h4e/14390755557406/87907_main.jpg_200Wx200H,Egypt
Three Chefs Okra Extra - 400 gram,3 Chefs,47.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/hd3/48662292660254/200Wx200H_592963_main.jpg,Egypt
Chtaura Meat Sambousak - 320 Gram,Chtoora,65.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he1/h4f/17366126854174/568526_main.jpg_200Wx200H,Egypt
SHAHRAZAD TARO 400G,Shahrzad,13.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h63/46427526266910/200Wx200H_530840_main.jpg,Egypt
Chef M Puff Pastry Slices - 400gm - Pack of 1+1,Chef mimo,63.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h73/9347009347614/151961_main.jpg_200Wx200H,Egypt
Chif Mimo Lasagnia Slices - 400 gram,Chef mimo,23.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/hae/31901186490398/77276_main.jpg_200Wx200H,Egypt
GREEN HOUSE ARTECHOK 400 G,Unknown,70.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h53/48662269984798/200Wx200H_556501_main.jpg,Egypt
Farm Fresh Minced Spinach - 400 gram,Farm fresh,9.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h47/hd0/50385835393054/200Wx200H_605957_main.jpg,Egypt
Supreme Pizza Crust - 3 Pieces,Unknown,76.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5e/h82/50385831034910/200Wx200H_603228_main.jpg,Egypt
Basma Grated Onion - 400 gram,Basma,18.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h57/h8a/50356895875102/200Wx200H_617147_main.jpg,Egypt
Supreme Cheddar Bites - 350 gram,Unknown,74.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h99/hd4/50385830707230/200Wx200H_603227_main.jpg,Egypt
Three Chefs Beef Burger - 1500gm,3 Chefs,351.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/he5/51053545324574/200Wx200H_606681_main.jpg,Egypt
Chief Mimo Pizza Base - 3 Pieces,Unknown,41.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7f/hdb/51053540540446/200Wx200H_57671_main.jpg,Egypt
